oa_temp,oa_radiation,zone_temp,zone_clg_tstat,zone_occ
28.1,0.0,28.144780362372792,29.60571445127933,0.0
26.9,0.0,27.86490259141766,27.85595153449124,0.0
25.6,0.0,26.868182611029667,26.789267873576293,0.0
24.4,0.0,23.35496997771224,23.24814912353949,0.0
23.3,36.0,23.25469794916126,23.247956162689626,0.0
26.1,401.0,22.511228429886955,22.4646688973456,0.0
29.4,595.0,25.36467561225447,28.92940916619948,0.0
32.8,574.0,26.712482724773785,26.80892009394567,0.0
32.8,538.0,27.584103973186267,27.66458062236836,0.0
35.0,200.0,22.585222562870868,22.16467595436642,0.0
36.1,759.0,25.97340393378731,29.75927881729596,0.0
37.8,636.0,27.69147277576962,28.659541126403376,0.0
39.4,686.0,23.85218676645497,23.69871288542621,0.0
39.4,803.0,23.499189744846436,23.454599737656807,0.0
38.9,763.0,23.46906474281929,23.46723607882747,0.0
39.4,745.0,24.41303481574243,24.433937943676305,0.0
38.3,625.0,26.174085535369983,26.198051453057904,0.0
37.2,332.0,25.460005767280343,25.455560149136925,0.0
35.6,0.0,24.33605219742308,24.329833121584336,0.0
34.4,0.0,26.755453815827124,26.89482315777904,0.0
33.9,0.0,23.24230654222355,23.115950885216336,0.0
31.7,0.0,24.31019019389666,24.337157188281743,0.0
30.6,0.0,24.908073937288588,24.930894746349534,0.0
29.4,0.0,25.62685570213821,25.64855987373629,0.0
27.2,0.0,27.37534382352763,28.28140769114411,0.0
26.1,0.0,23.696123664419986,23.59739025726688,0.0
25.6,0.0,25.93657663545218,26.113875507308894,0.0
25.0,0.0,26.60772372400104,26.73931655089634,0.0
25.0,112.0,22.487438681000494,22.371603301759983,0.0
27.8,530.0,25.296767906375944,26.860358815211505,0.1
30.6,760.0,23.39235262776965,23.36419298949833,0.2
33.3,801.0,22.53348895765544,22.52041274388224,0.95
35.6,855.0,26.322459436597484,29.591084298026665,0.95
36.1,838.0,28.160410035247228,29.725056264596475,0.95
37.8,831.0,28.462941091714377,28.46717878493169,0.95
39.4,844.0,24.60381806002233,24.436910153386965,0.5
39.4,749.0,23.81262712224733,22.78137691205108,0.95
40.0,617.0,27.287022156344182,27.47386421209725,0.95
39.4,587.0,25.560114947681065,25.52121994991681,0.95
38.9,815.0,23.98379043761879,22.976305878758232,0.95
38.9,240.0,25.91140282648851,25.96141528089016,0.3
36.1,204.0,22.575810467778677,22.275108168921747,0.1
34.4,0.0,26.41175250448735,29.274563216630256,0.1
32.8,0.0,24.122556938673764,24.07023985280013,0.05
31.7,0.0,26.95848633858024,27.300178274831858,0.05
31.1,0.0,24.536987266851373,24.49368860871529,0.05
30.6,0.0,26.1173580255938,26.160544169422487,0.05
29.4,0.0,26.345227834607996,26.37368223474624,0.0
27.2,0.0,23.588991376436795,23.478835644204217,0.0
25.6,0.0,26.210403852130725,29.75667702211647,0.0
26.7,0.0,27.159727323230666,28.20106258688892,0.0
25.6,0.0,27.47144470443277,29.51599153251352,0.0
25.0,80.0,27.603170050670528,29.15861880342119,0.0
28.3,476.0,26.838159192356247,26.78319983048868,0.1
30.6,679.0,28.00756283252399,29.37499388018493,0.2
32.8,781.0,23.19407246786342,22.70794001641536,0.95
34.4,838.0,23.5677421043305,23.56786289935316,0.95
35.6,816.0,22.502709718050244,22.361818311284303,0.95
36.7,874.0,24.59069376370088,24.60264264610612,0.95
38.9,803.0,25.103322888734347,25.109418317515857,0.5
39.4,576.0,24.17702822152115,24.170792254191166,0.95
40.0,585.0,27.794946989019884,28.629900073215435,0.95
38.9,600.0,24.955886321605018,24.854026613548715,0.95
39.4,383.0,24.26335723462756,24.247476077499044,0.95
37.8,318.0,26.310610067589927,26.34156866526599,0.3
37.2,241.0,23.264875868906103,23.1273937997981,0.1
35.6,0.0,26.88728268350997,28.41757584603232,0.1
34.4,0.0,22.90105996215285,22.59640514943817,0.05
33.3,0.0,26.34902295270493,29.89509549280414,0.05
33.3,0.0,27.88422194883765,28.177958154373258,0.05
31.7,0.0,23.76790024564525,23.589725452273377,0.05
31.1,0.0,22.498530603316134,22.04417693698882,0.0
30.0,0.0,25.858355379852668,28.52369142763868,0.0
28.9,0.0,27.051555219580614,27.65485875078094,0.0
27.8,0.0,27.52674826947425,27.8320573443279,0.0
27.2,0.0,27.68832782984493,28.170162773487565,0.0
28.3,1.0,22.790166552712304,22.592357213872724,0.0
27.2,57.0,24.78552194197903,24.86772582835418,0.0
30.6,239.0,23.054813613353605,22.92695247620104,0.0
30.0,185.0,25.87441819266409,28.90482740700475,0.0
31.7,195.0,26.932070269002708,26.986385014620463,0.0
33.3,348.0,24.66865335346021,24.6471841988212,0.0
35.0,113.0,22.59428616789133,22.50846680228819,0.0
34.4,7.0,24.410560475031303,24.487858573725298,0.0
34.4,13.0,24.556271003619894,24.601466576213976,0.0
35.0,10.0,27.302530138426,27.83684942670451,0.0
34.4,423.0,27.137998065279888,27.100459770841702,0.0
35.0,555.0,28.769329765269987,29.09770194061061,0.0
35.6,482.0,25.856360998558173,25.777719401295595,0.0
35.6,137.0,23.12234338057293,22.95675396750641,0.0
33.9,0.0,26.55073238175919,27.70595829778396,0.0
32.8,0.0,27.845389828438712,28.08628038893518,0.0
31.7,0.0,26.5070500775683,26.49021758055597,0.0
31.1,0.0,27.99619074836017,28.16773743963649,0.0
31.1,0.0,26.045040523622863,25.95036477091513,0.0
30.6,0.0,26.170619992915245,26.18186263505596,0.0
30.0,0.0,25.493813408080733,25.4203281468684,0.0
28.3,0.0,22.34091657927365,22.20335301395276,0.0
27.8,0.0,22.808908955779813,22.86313141594644,0.0
27.8,0.0,22.352651162725262,22.25143348549388,0.0
27.8,0.0,25.314412931967865,27.091283290110244,0.0
29.4,97.0,24.58481964212077,24.51484784861061,0.1
29.4,66.0,26.025202882373925,26.068565529317624,0.2
33.3,199.0,28.082429003221183,29.260531791408745,0.95
32.8,37.0,24.245287789703124,23.994337833191,0.95
33.9,300.0,25.20504036580177,25.28306338428504,0.95
35.6,579.0,27.869236850892133,28.04440910834439,0.95
36.7,541.0,24.074791343644527,23.83038532393298,0.5
38.3,697.0,23.65953370042847,22.615839278630343,0.95
37.8,269.0,24.310946479489655,24.318011623310145,0.95
39.4,385.0,23.35663219956079,23.289770298032035,0.95
37.8,155.0,27.622483808076847,29.437581218740583,0.95
37.8,159.0,28.45715829912012,28.464963036515336,0.3
37.2,157.0,27.083287945796588,27.06723005208339,0.1
36.1,0.0,28.83502022674024,28.97168472150174,0.1
35.6,0.0,28.43218058293659,28.429376615192915,0.05
33.9,0.0,23.71281074196567,23.49256047108829,0.05
32.8,0.0,27.080659349932933,29.140471987919824,0.05
31.7,0.0,26.34637667604258,26.314737935325205,0.05
31.7,0.0,28.14331227804037,28.4595212413125,0.0
30.6,0.0,28.627862823964403,29.168730399387947,0.0
30.0,0.0,24.639720227340035,24.54402779977491,0.0
28.9,0.0,22.979935235154034,22.880415396221416,0.0
27.2,0.0,23.77820829063781,23.823481300335533,0.0
26.7,60.0,25.314160442839583,25.41686230901005,0.0
28.3,271.0,26.99349244086071,28.544118127379942,0.1
31.7,628.0,27.677568779742145,28.885844666050748,0.2
32.8,240.0,22.99210214648528,22.055617044249527,0.95
34.4,479.0,25.975985454834124,26.085978420620528,0.95
36.1,908.0,25.341401726549748,25.339288025190232,0.95
37.2,513.0,23.82437900164649,23.776862483765843,0.95
38.9,666.0,23.381403230873104,22.958922938669463,0.5
38.9,653.0,24.69409130249952,24.700921371229025,0.95
41.1,785.0,28.67199185199845,29.54327763130016,0.95
40.6,749.0,25.128498232327363,24.58562345616604,0.95
40.0,498.0,26.13728854927682,26.15032497394693,0.95
38.9,479.0,27.61238001384133,27.62415167116142,0.3
37.8,436.0,24.967116475213825,24.909036819034352,0.1
36.7,0.0,28.13348018479011,29.774256661767687,0.1
35.6,0.0,29.21681886322314,29.69957835953689,0.05
35.0,0.0,24.32543993734317,24.01425836660292,0.05
31.1,0.0,25.928422865760027,25.977988047139085,0.05
29.4,0.0,24.440942425397324,24.40702647853416,0.05
28.9,0.0,24.283162833449307,24.278723955019743,0.0
28.3,0.0,22.49570659914078,22.29509557883626,0.0
27.8,0.0,25.82412717989388,26.87651467183917,0.0
26.7,0.0,26.000451839377742,26.021432185830893,0.0
26.7,0.0,22.507961226460694,22.41183000999992,0.0
25.6,17.0,24.136407114485166,24.22917171389289,0.0
26.7,337.0,26.29977185582822,29.26612708773323,0.1
29.4,629.0,23.978009007482804,23.91649512533578,0.1
31.1,428.0,23.162774550865432,23.159158976729785,0.3
33.3,699.0,25.775311538419277,25.915622082220505,0.3
34.4,747.0,27.818736951536277,29.885203632884807,0.3
36.7,770.0,24.136819175725627,23.936442172092004,0.3
37.2,659.0,26.94643389201321,27.37708437924703,0.1
38.9,780.0,27.94946738789511,28.09295692262974,0.1
38.9,726.0,24.05200124360498,23.9011003519392,0.1
39.4,690.0,27.233406170709923,27.82573078889488,0.1
38.9,562.0,24.99073344394799,24.942265061754025,0.1
38.3,317.0,26.997088660302985,27.058446644748635,0.0
36.7,101.0,27.067673427701724,27.06823768608716,0.0
29.4,0.0,26.290921240535297,26.28619747259807,0.0
28.9,0.0,22.967017409217164,22.722318160435265,0.0
28.3,0.0,26.245625151223923,28.682419964713905,0.0
28.3,0.0,24.594611720536022,24.566240519773885,0.0
28.3,0.0,23.528632945307837,23.492148083198835,0.0
26.7,0.0,22.37560755477756,22.32620113243811,0.0
26.1,0.0,25.455280568326817,26.72714354550593,0.0
26.7,0.0,26.571671217441896,27.42051489473826,0.0
26.1,0.0,22.316834332716518,22.13270263142285,0.0
26.1,0.0,25.15693938114547,26.09674446639425,0.0
25.6,53.0,23.94057640704813,23.811966201583505,0.0
26.1,147.0,25.711393854727024,27.1613823232756,0.0
28.3,100.0,23.474399737308318,23.39493143203993,0.0
29.4,362.0,25.77229619126886,27.52750190481973,0.0
33.3,510.0,25.09790967087758,25.0938827704043,0.0
35.6,787.0,27.161734412558133,29.493839909893875,0.0
36.7,838.0,23.393007019593565,23.100167553167942,0.0
37.8,817.0,24.717204506546903,24.72853080840207,0.0
38.9,823.0,22.93696063061897,22.907788169924714,0.0
40.0,705.0,26.283287230404813,29.397548946228504,0.0
40.0,766.0,27.759289296818903,29.018714827047848,0.0
39.4,782.0,24.189792111458395,24.063533021721245,0.0
38.9,698.0,27.054186204988007,27.27987236827343,0.0
37.8,292.0,28.389867692712983,28.53777760160973,0.0
33.9,0.0,26.45287584831573,26.4416064927957,0.0
28.9,0.0,26.238213680062863,26.23720462684805,0.0
27.2,0.0,23.97344820003857,23.93481832720361,0.0
27.2,0.0,22.77129933864267,22.744822142447195,0.0
26.7,0.0,25.83615037921302,29.17772606362661,0.0
26.7,0.0,27.056356329065917,29.20334445730664,0.0
26.1,0.0,27.06119651605576,27.064811658186144,0.0
26.1,0.0,24.880034978422582,24.712238328389606,0.0
25.6,0.0,24.768287858664053,24.793676596901285,0.0
25.0,0.0,26.553578802266607,27.80764543096192,0.0
25.0,32.0,26.984655060165142,29.17688207962062,0.0
25.6,250.0,27.150138062627548,29.09669139412094,0.1
29.4,171.0,27.472934212594687,28.23900436686099,0.2
31.7,678.0,27.138460250482822,27.1362531692343,0.95
32.8,844.0,22.9980005239274,22.67311971996039,0.95
34.4,826.0,23.292407931851997,23.293029712756912,0.95
36.7,924.0,26.971990851116058,29.18843350821664,0.95
37.8,844.0,26.850903497865573,26.85143247727672,0.5
38.9,672.0,22.60899739486305,22.07357641293304,0.95
39.4,473.0,23.34146559964133,22.811772342928258,0.95
40.0,688.0,27.06310002515574,27.308014152864445,0.95
36.7,148.0,23.71995879330562,22.04049267076975,0.95
27.8,348.0,23.287718158833812,23.28646441133999,0.3
25.6,38.0,26.17839442283313,26.38987031493269,0.1
23.9,0.0,27.41791501577815,27.535161581541544,0.1
23.9,0.0,27.21651940616559,27.21569007602081,0.05
23.9,0.0,23.84992982945696,23.79415447568448,0.05
23.3,0.0,26.268290799481743,27.69743377078029,0.05
23.9,0.0,23.98163341216559,23.8979926999744,0.05
22.8,0.0,24.48797837899375,24.603197585274145,0.0
22.8,0.0,26.22839749627401,27.9719312409442,0.0
22.8,0.0,26.682777368404917,27.19706319237772,0.0
22.2,0.0,26.81876641708892,28.793787283953424,0.0
22.8,0.0,26.79164430303448,27.260903138402742,0.0
22.2,19.0,26.60699305215136,26.54646882668377,0.0
25.0,313.0,22.86679800097814,22.74939814262474,0.1
27.2,593.0,24.868612037579464,24.94172642447547,0.2
30.0,743.0,24.12563097941052,24.121618941453804,0.95
31.7,861.0,23.95204688608027,23.951917147032667,0.95
32.8,844.0,26.956099681530425,29.78408443801957,0.95
33.3,816.0,25.163171706141927,25.144781797334083,0.95
35.0,882.0,27.803019661059917,29.136372441416903,0.5
37.2,895.0,27.05415798359576,27.049109007978103,0.95
37.8,577.0,28.330271809906765,28.358490428333187,0.95
37.8,535.0,26.088597771476465,26.021096744841536,0.95
37.8,636.0,26.60116864335214,26.615231077010872,0.95
32.8,342.0,25.95062715625747,25.940141550550912,0.3
30.0,130.0,23.653607915275657,23.56194390238436,0.1
27.2,0.0,26.731652428197577,27.779616922092043,0.1
21.7,0.0,24.28771144376504,24.246178899526846,0.05
22.2,0.0,22.28860245045731,22.19452773145163,0.05
22.2,0.0,25.35639976156443,27.163778367257343,0.05
22.2,0.0,23.48358674999456,23.41688543525639,0.05
21.7,0.0,25.678806032009785,29.52366867482332,0.0
21.7,0.0,26.40159496123063,29.6314286160207,0.0
22.2,0.0,26.6314546300926,29.318915121763588,0.0
22.2,0.0,25.043602811991853,24.961269602043554,0.0
21.7,0.0,22.228943931319165,22.12365293223094,0.0
21.7,119.0,24.721730470721194,29.4265485007018,0.0
23.3,558.0,25.301438980133632,25.425473186538515,0.1
25.0,749.0,26.22879544237316,29.73323855234936,0.2
26.7,755.0,27.31090922751152,29.70895981671402,0.95
29.4,498.0,27.865674774982747,28.82407564373888,0.95
30.6,383.0,24.496120815755177,24.355591136556686,0.95
31.7,719.0,25.07677321317977,25.080781828815404,0.95
33.9,766.0,27.83277404773616,28.809093372134853,0.5
35.0,660.0,24.63397284037076,24.53537604125022,0.95
35.0,720.0,23.506167935448754,23.35594197348874,0.95
36.1,668.0,26.37863909259257,26.4544100996668,0.95
35.6,623.0,28.960082804843008,29.489238193286248,0.95
35.6,496.0,27.610441225890597,27.568238373399783,0.3
33.3,205.0,26.568151476902628,26.56048936071492,0.1
32.2,0.0,23.052349472395814,22.777411950166147,0.1
31.1,0.0,26.297184212742717,26.92005781359336,0.05
30.0,0.0,27.6948735193683,29.920430800834104,0.05
28.3,0.0,23.32115862531229,23.12067212189219,0.05
27.2,0.0,25.952619167667244,26.14663721890989,0.05
26.7,0.0,27.184751135930888,29.018984575423644,0.0
26.1,0.0,27.502828620016658,27.926148942033635,0.0
25.0,0.0,27.57061102754188,27.576125927962146,0.0
25.0,0.0,27.575999396437336,27.619872671896875,0.0
23.9,0.0,25.00875006178376,24.87592920975804,0.0
23.3,0.0,24.408203684368814,24.348734754115945,0.0
24.4,467.0,26.175310418174217,28.47488924382811,0.1
27.8,384.0,26.92324559116548,28.48090715743345,0.2
30.0,662.0,28.15895627549068,28.93657854864083,0.95
31.7,808.0,28.761639925992014,29.30592442045177,0.95
33.9,880.0,26.14709478519991,26.090739190887504,0.95
35.0,856.0,26.01230501405433,26.0121303574976,0.95
36.1,852.0,28.236881793403008,28.3863614317342,0.5
37.2,829.0,27.2220331865859,27.19971144622212,0.95
38.3,821.0,27.57691358904666,27.615735018061628,0.95
38.3,780.0,28.28253442681645,28.366341355488807,0.95
38.3,701.0,29.07266075495866,29.12004273454053,0.95
37.2,659.0,24.86934569443575,24.703961254812285,0.3
36.1,391.0,25.004237939360717,25.00466362111955,0.1
34.4,0.0,23.18523668579681,22.751855518726952,0.1
33.3,0.0,26.413164369203464,26.6262411279694,0.05
32.2,0.0,22.481490585490185,22.287538190373937,0.05
31.7,0.0,25.59078154297513,25.72478414505968,0.05
27.8,0.0,26.309341223559272,26.34115707766061,0.05
26.7,0.0,24.340283034339866,24.29233001702628,0.0
26.1,0.0,26.47546388396148,26.72666608455209,0.0
25.6,0.0,22.383302241293748,22.244001999512395,0.0
24.4,0.0,22.302835181238912,22.29878550999372,0.0
24.4,0.0,25.11854013980768,28.580804485277262,0.0
25.0,0.0,24.897201276543747,24.881525131290104,0.0
25.6,38.0,23.208499952063303,23.01648410121508,0.1
26.1,23.0,25.481330507670275,26.177946080438435,0.2
27.8,339.0,27.249092191819983,28.159948424788887,0.95
29.4,300.0,23.872291665259866,23.726568219974745,0.95
32.2,112.0,26.770580278595013,26.983123806552,0.95
35.0,115.0,22.8910306167532,22.682779719950144,0.95
38.3,51.0,22.743856830212454,22.413453769348862,0.5
37.8,193.0,26.123577452109597,26.250837052545183,0.95
40.0,77.0,26.323399654900683,26.32508097288085,0.95
37.2,163.0,27.06973476457289,27.09943921198565,0.95
37.2,220.0,27.59949745683363,27.80873066978129,0.95
36.7,468.0,29.42016368591663,29.80681663570028,0.3
36.1,479.0,26.20156823110625,26.13040278640956,0.1
33.9,0.0,24.60030170148846,24.58365178352997,0.1
31.7,0.0,27.43276305510541,28.36148955814963,0.05
30.0,0.0,24.254068220836743,24.1666580100966,0.05
28.9,0.0,25.49640312110009,25.51177136564509,0.05
27.2,0.0,22.709640090711627,22.627651050738127,0.05
26.1,0.0,22.215379092567087,22.20280594732366,0.0
26.1,0.0,25.336726269192383,29.7011873174234,0.0
26.1,0.0,26.477716565739264,28.68784096409765,0.0
25.0,0.0,26.8922015359534,27.567793648749586,0.0
24.4,0.0,25.38135705346885,25.27162355531416,0.0
23.9,0.0,23.52109896201909,23.386354560566765,0.0
25.6,346.0,23.28524155618887,23.25149634136869,0.1
27.8,480.0,23.989223210303752,24.00194318531676,0.1
32.2,700.0,26.167163431170778,26.393813317648963,0.3
35.0,897.0,27.28044974355693,27.71676738160049,0.3
36.7,916.0,27.28133441114685,27.28157901374185,0.3
37.8,941.0,24.310020537737262,24.239471175567544,0.3
38.9,866.0,26.934221554839592,29.63892224530555,0.1
40.6,850.0,27.865452364421586,27.903175333566143,0.1
41.1,745.0,26.528230148763377,26.434832420091205,0.1
40.6,740.0,26.85939032011656,26.893765969874817,0.1
39.4,591.0,25.46533992765166,25.35680049942232,0.1
38.9,477.0,24.005620195856007,23.98184791600925,0.0
38.9,310.0,24.842933927145847,24.84778142921009,0.0
37.2,0.0,27.75611673509157,28.062768883714952,0.0
35.0,0.0,23.281656430449285,22.115147909038047,0.0
33.3,0.0,22.933444840250303,22.92858112405533,0.0
31.7,0.0,22.376401748080823,22.368021136174026,0.0
29.4,0.0,22.32681804195648,22.32583041855176,0.0
28.3,0.0,25.510795686488628,28.84368467208806,0.0
26.7,0.0,26.735593784574625,27.62926287504019,0.0
25.6,0.0,25.824578467426523,25.793390632698603,0.0
24.4,0.0,22.89813567370998,22.782673285208013,0.0
22.8,0.0,25.377234856180205,25.93292700093465,0.0
23.3,0.0,25.75226173110969,25.787774166244525,0.0
26.7,547.0,23.557242413616628,23.38561495928012,0.0
30.0,742.0,25.355819968293517,25.470813193903783,0.0
32.8,840.0,25.18832729725648,25.18803787517899,0.0
35.6,896.0,26.774414994930307,26.926800784417733,0.0
37.2,926.0,27.07979001164578,27.08074920694115,0.0
38.9,940.0,22.646299497515145,22.362432078176354,0.0
39.4,929.0,24.93974419937836,24.99690091701177,0.0
40.6,916.0,26.89081686312963,27.00687932571389,0.0
41.7,912.0,26.037706284930664,26.0250900686407,0.0
41.1,883.0,28.301423788370847,28.85191872950658,0.0
41.1,767.0,27.284262761138912,27.26954905295156,0.0
41.1,755.0,23.51950772955213,23.30347541665144,0.0
38.9,492.0,23.2530768709306,22.56454997920344,0.0
37.2,0.0,26.80473687140031,27.139354225650525,0.0
36.1,0.0,22.677931458347697,22.21209048433297,0.0
33.9,0.0,26.100663819724115,26.686204650187705,0.0
32.2,0.0,27.581270176488864,29.52184193139966,0.0
